No.,FoodLabel,Breakfast,Lunch,Dinner,Recommend,Tag,Brand,Name,Braname,Intake_g,Cal_kcal,CHO_g,Fiber_g,Sugar_g,Fat_g,SF_g,PUSF_g,MUSF_g,TF_g,Protein_g,Na_mg,K_mg,TC_mg,Resource,UpdateTime
40,3,0,0,0,0,,,BBQ烤牛短肋肋骨（帶醬）, BBQ烤牛短肋肋骨（帶醬）,1盎司，帶骨（煮熟後，去骨）,42,0.38,0,0.12,3.59,1.51,0.15,1.61,,1.87,29,24,8,fatsecret中國,20070821
41,3,0,0,0,0,,,BBQ烤牛短肋肋骨（帶醬）, BBQ烤牛短肋肋骨（帶醬）,1立方英寸（煮前帶骨）（去骨後食用）,38,0.35,0,0.11,3.26,1.37,0.14,1.47,,1.7,26,22,7,fatsecret中國,20070821
42,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1份（151 g）,468,6.34,0.6,1.95,33.72,12.18,3.3,14.99,,32.37,504,433,131,fatsecret中國,20070821
43,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1杯（去骨，煮熟的）,415,5.63,0.5,1.73,29.92,10.81,2.92,13.3,,28.73,448,385,117,fatsecret中國,20070821
44,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,100 g,310,4.2,0.4,1.29,22.33,8.07,2.18,9.93,,21.44,334,287,87,fatsecret中國,20070821
45,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1大塊的（煮熟後，去骨）,161,2.18,0.2,0.67,11.61,4.2,1.14,5.16,,11.15,174,149,45,fatsecret中國,20070821
46,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1塊，中型中型的（煮熟後，去骨）,124,1.68,0.2,0.52,8.93,3.23,0.87,3.97,,8.58,134,115,35,fatsecret中國,20070821
47,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1塊，小的（煮熟後，去骨）,90,1.22,0.1,0.37,6.48,2.34,0.63,2.88,,6.22,97,83,25,fatsecret中國,20070821
48,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1盎司，帶骨（去骨後）,65,0.88,0.1,0.27,4.69,1.69,0.46,2.08,,4.5,70,60,18,fatsecret中國,20070821
49,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1立方英寸（去骨）,53,0.71,0.1,0.22,3.8,1.37,0.37,1.69,,3.64,57,49,15,fatsecret中國,20070821
50,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1盎司，帶骨（煮熟後，去骨）,39,0.53,0.1,0.16,2.81,1.02,0.28,1.25,,2.7,42,36,11,fatsecret中國,20070821
51,7,0,0,0,0,,,BBQ烤豬排骨（帶醬）, BBQ烤豬排骨（帶醬）,1立方英寸（煮前帶骨）（去骨後食用）,39,0.53,0.1,0.16,2.81,1.02,0.28,1.25,,2.7,42,36,11,fatsecret中國,20070821
52,4,0,0,0,0,,,BB糖, BB糖,100 g,377,91,0,87,1,1,0,0,0,0,0,0,0,Under Armour,2019
53,9,1,1,1,0,,,China-Milkteawithpearltapioca珍珠奶茶, China-Milkteawithpearltapioca珍珠奶茶,80 g,179,25,0,10,7,0,0,0,0,1,70,0,0,Under Armour,2019
54,6,0,0,0,0,,,Cottage乾酪（低脂肪，1％乳脂率，無鈉）, Cottage乾酪（低脂肪，1％乳脂率，無鈉）,1磅,327,12.25,0,12.25,4.54,2.87,0.14,1.29,,56.25,59,390,18,fatsecret中國,2008024
55,6,0,0,0,0,,,Cottage乾酪（低脂肪，1％乳脂率，無鈉）, Cottage乾酪（低脂肪，1％乳脂率，無鈉）,1杯,163,6.1,0,6.1,2.26,1.43,0.07,0.64,,28.02,29,194,9,fatsecret中國,2008024
56,6,0,0,0,0,,,Cottage乾酪（低脂肪，1％乳脂率，無鈉）, Cottage乾酪（低脂肪，1％乳脂率，無鈉）,100 g,72,2.7,0,2.7,1,0.63,0.03,0.28,,12.4,13,86,4,fatsecret中國,2008024
57,6,0,0,0,0,,,Cottage乾酪（低脂肪，1％乳脂率，無鈉）, Cottage乾酪（低脂肪，1％乳脂率，無鈉）,1盎司,20,0.77,0,0.77,0.28,0.18,0.01,0.08,,3.52,4,24,1,fatsecret中國,2008024
58,1,1,1,1,0,,,Cp豬肉圓白菜蒸餃, Cp豬肉圓白菜蒸餃,150 g,438,55,0,3,16,4,0,0,0,17,1554,0,0,Under Armour,2019
59,3,0,0,0,0,,,CP爆漿雞排, CP爆漿雞排,100 g,189,11,0,0,9,0,0,0,0,14,0,0,0,Under Armour,2019
60,9,1,1,1,0,,,fiji水, fiji水,1000 g,0,0,0,0,0,0,0,0,0,0,0,5,0,Under Armour,2019
61,9,1,1,1,1,,,G7咖啡, G7咖啡,100 g,80,6,0,0,0,0,0,0,0,13,0,0,0,Under Armour,2019
62,9,1,1,1,0,,,G7純咖啡, G7純咖啡,300 g,3,0,0,0,0,0,0,0,0,0,0,0,0,Under Armour,2019
63,9,1,1,1,0,,,Generic-珍珠奶茶少甜, Generic-珍珠奶茶少甜,700 g,55,8,0,3,2,1,0,0,0,0,0,0,0,Under Armour,2019
64,4,0,0,0,0,,,Generic-蚵仔煎, Generic-蚵仔煎,100 g,194,19,0,0,11,5,0,0,0,0,479,91,100,Under Armour,2019
65,4,0,0,0,0,,,Glico-果julia, Glico-果julia,100 g,217,30,0,0,10,0,0,0,0,1,0,0,0,Under Armour,2019
66,1,1,1,1,0,,,Good蔥抓餅, Good蔥抓餅,140 g,40,59,0,0,13,4,0,0,0,10,531,0,0,Under Armour,2019
67,6,0,0,0,0,,,Havarti乳酪, Havarti乳酪,1杯，顆粒狀,490,3.68,0,0.67,39.18,24.77,1.04,11.35,,30.68,739,180,124,fatsecret中國,20091128
68,6,0,0,0,0,,,Havarti乳酪, Havarti乳酪,1杯，切絲狀,419,3.15,0,0.58,33.54,21.2,0.89,9.72,,26.26,633,154,106,fatsecret中國,20091128
69,6,0,0,0,0,,,Havarti乳酪, Havarti乳酪,100 g,371,2.79,0,0.51,29.68,18.76,0.78,8.6,,23.24,560,136,94,fatsecret中國,20091128
70,6,0,0,0,0,,,Havarti乳酪, Havarti乳酪,1塊（28 g）,105,0.79,0,0.14,8.41,5.32,0.22,2.44,,6.59,159,39,27,fatsecret中國,20091128
71,6,0,0,0,0,,,Havarti乳酪, Havarti乳酪,1份（28 g）,104,0.78,0,0.14,8.31,5.25,0.22,2.41,,6.51,157,38,26,fatsecret中國,20091128
72,6,0,0,0,0,,,Havarti乳酪, Havarti乳酪,1立方英寸,64,0.48,0,0.09,5.1,3.23,0.14,1.48,,4,96,23,16,fatsecret中國,20091128
73,1,0,1,1,0,,,IndoMie-InstantNoodles(沙嗲炒麵), IndoMie-InstantNoodles(沙嗲炒麵),80 g,360,54,0,0,14,5,0,0,0,8,740,0,0,Under Armour,2019
74,1,0,1,1,0,,,IndoMie-InstantNoodles(辣味炒麵), IndoMie-InstantNoodles(辣味炒麵),80 g,380,56,0,0,14,6,0,0,0,8,760,0,0,Under Armour,2019
75,1,0,1,1,0,,,Indomie-SatayFlavour(沙嗲炒麵), Indomie-SatayFlavour(沙嗲炒麵),80 g,374,43,2,6,13,6,0,0,0,8,720,0,0,Under Armour,2019
76,4,0,0,0,0,,,JR鳳梨酥, JR鳳梨酥,100 g,436,62,0,0,17,0,0,0,0,7,96,0,0,Under Armour,2019
77,9,1,1,1,0,,,kirin午後檸檬紅茶, kirin午後檸檬紅茶,500 g,140,35,0,33,0,0,0,0,0,0,40,0,0,Under Armour,2019
78,9,1,1,1,0,,,long咖啡, long咖啡,100 g,344,32,0,7,17,8,0,0,0,14,0,0,0,Under Armour,2019
79,9,1,1,1,0,,,Lucipia紅茶, Lucipia紅茶,200 g,492,72,2,0,11,0,0,0,0,21,0,0,0,Under Armour,2019
80,1,0,1,1,0,,,MEGA炒飯, MEGA炒飯,200 g,919,91,0,0,46,0,0,0,0,24,2,0,0,Under Armour,2019
81,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,1磅,1592,9.71,0,2.54,120.75,77.47,3.49,33.54,,116.03,3974,626,313,fatsecret中國,2008024
82,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,1包（170 g）,597,3.64,0,0.95,45.25,29.03,1.31,12.57,,43.49,1489,235,117,fatsecret中國,2008024
83,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,1杯，顆粒狀,463,2.82,0,0.74,35.14,22.54,1.02,9.76,,33.77,1156,182,91,fatsecret中國,2008024
84,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,100 g,351,2.14,0,0.56,26.62,17.08,0.77,7.39,,25.58,876,138,69,fatsecret中國,2008024
85,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,1盎司,100,0.61,0,0.16,7.55,4.84,0.22,2.1,,7.25,248,39,20,fatsecret中國,2008024
86,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,1塊（28 g）,98,0.6,0,0.16,7.45,4.78,0.22,2.07,,7.16,245,39,19,fatsecret中國,2008024
87,6,0,0,0,0,,,Provolone乳酪, Provolone乳酪,1立方英寸,60,0.36,0,0.1,4.53,2.9,0.13,1.26,,4.35,149,23,12,fatsecret中國,2008024
88,3,0,0,0,0,,,QQ皮蛋, QQ皮蛋,56 g,92,1,0,0,6,2,0,0,0,6,247,0,0,Under Armour,2019
89,4,0,0,0,0,,,QQ糖, QQ糖,100 g,352,67,3,0,4,0,0,0,0,13,1,287,0,Under Armour,2019
90,3,0,0,0,0,,,Q皮蛋, Q皮蛋,20 g,28,12,0,0,2,0,0,0,0,2,0,0,0,Under Armour,2019
91,4,0,0,0,0,,,Q果麻糬, Q果麻糬,10 g,53,12,0,6,0,0,0,0,0,0,1,0,0,Under Armour,2019
92,4,0,0,0,0,,,Q糕, Q糕,100 g,331,77,0,0,0,0,0,0,0,4,329,0,0,Under Armour,2019
93,9,1,1,1,0,,,Super防彈奶茶, Super防彈奶茶,10 g,90,3,0,1,7,5,0,0,0,1,8,0,0,Under Armour,2019
94,9,1,1,1,1,,,super黑咖啡, super黑咖啡,100 g,74,15,1,0,0,0,0,0,0,2,0,0,0,Under Armour,2019
95,9,1,1,1,0,,,TCC咖啡, TCC咖啡,100 g,58,8,0,1,0,2,2,0,0,0,18,0,0,Under Armour,2019
96,1,0,1,1,1,,,丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）, 丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）,1磅,857,0,0,0,39.42,14,1.56,18.66,,117.89,322,1483,249,fatsecret中國,2008024
97,1,0,1,1,1,,,丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）, 丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）,100 g,189,0,0,0,8.69,3.09,0.34,4.11,,25.99,71,327,55,fatsecret中國,2008024
98,1,0,1,1,1,,,丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）, 丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）,3盎司（1份）,161,0,0,0,7.39,2.62,0.29,3.5,,22.09,60,278,47,fatsecret中國,2008024
99,1,0,1,1,1,,,丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）, 丁骨牛排（只有瘦肉，修剪0釐米脂肪，燒烤）,1盎司,54,0,0,0,2.46,0.88,0.1,1.17,,7.37,20,93,16,fatsecret中國,2008024
100,1,0,1,1,1,,,丁骨牛排（修剪到0.5釐米脂肪）, 丁骨牛排（修剪到0.5釐米脂肪）,1磅,962,0,0,0,64.91,25.25,2.58,28.29,,87.95,245,1279,249,fatsecret中國,2008024
101,1,0,1,1,1,,,丁骨牛排（修剪到0.5釐米脂肪）, 丁骨牛排（修剪到0.5釐米脂肪）,100 g,212,0,0,0,14.31,5.57,0.57,6.24,,19.39,54,282,55,fatsecret中國,2008024
102,1,0,1,1,1,,,丁骨牛排（修剪到0.5釐米脂肪）, 丁骨牛排（修剪到0.5釐米脂肪）,1盎司,60,0,0,0,4.06,1.58,0.16,1.77,,5.5,15,80,16,fatsecret中國,2008024
103,9,1,1,1,1,,,uniwater, uniwater,550 g,0,0,0,0,0,0,0,0,0,0,0,0,0,Under Armour,2019
104,3,0,0,0,0,,,一口臭臭豆腐, 一口臭臭豆腐,100 g,99,3,0,0,4,0,0,0,0,11,235,0,0,Under Armour,2019
105,4,0,0,0,0,,,一手店燒餅, 一手店燒餅,100 g,320,51,1,0,9,0,0,0,0,9,458,81,0,Under Armour,2019
106,9,1,1,1,0,,,一刻館奶茶, 一刻館奶茶,250 g,160,7,0,0,0,0,0,0,0,0,50,0,0,Under Armour,2019
107,9,1,1,1,0,,,一品豆漿, 一品豆漿,100 g,50,7,0,0,1,0,0,0,0,2,7,0,0,Under Armour,2019
108,9,1,1,1,0,,,一鳴牛奶, 一鳴牛奶,100 g,70,4,0,0,4,0,0,0,0,3,75,0,0,Under Armour,2019
109,9,1,1,1,0,,,七度豆漿, 七度豆漿,100 g,38,1,0,1,1,0,0,0,0,2,8,0,0,Under Armour,2019
110,1,1,1,1,0,,,九月生活黑米糕, 九月生活黑米糕,100 g,526,102,0,0,6,0,0,0,0,13,92,0,0,Under Armour,2019
111,1,1,1,1,1,,,九層塔抓餅, 九層塔抓餅,100 g,207,25,0,0,9,2,0,0,0,5,333,0,0,Under Armour,2019
112,4,0,0,0,0,,,人參果, 人參果,1杯,132,33.82,2.5,1.7,0.28,0.06,0.1,0.04,,0.94,4,253,0,fatsecret中國,2017112
113,4,0,0,0,0,,,人參果, 人參果,1個,91,23.25,1.7,1.17,0.19,0.04,0.07,0.03,,0.65,3,174,0,fatsecret中國,2017112
114,4,0,0,0,0,,,人參果, 人參果,1份（110 g）,91,23.25,1.7,1.17,0.19,0.04,0.07,0.03,,0.65,3,174,0,fatsecret中國,2017112
115,4,0,0,0,0,,,人參果, 人參果,100 g,82,21.14,1.6,1.06,0.18,0.04,0.06,0.02,,0.59,3,158,0,fatsecret中國,2017112
116,7,0,0,0,0,,,人造奶油（脫脂）, 人造奶油（脫脂）,1杯,103,10.11,0,0,7.08,4.96,0.98,0.83,0.39,0.23,1351,84,0,fatsecret中國,2008024
117,7,0,0,0,0,,,人造奶油（脫脂）, 人造奶油（脫脂）,100 g,44,4.34,0,0,3.04,2.13,0.42,0.36,0.17,0.1,580,36,0,fatsecret中國,2008024
118,7,0,0,0,0,,,人造奶油（脫脂）, 人造奶油（脫脂）,1盎司,12,1.23,0,0,0.86,0.6,0.12,0.1,0.05,0.03,164,10,0,fatsecret中國,2008024
119,7,0,0,0,0,,,人造奶油（脫脂）, 人造奶油（脫脂）,1餐匙/湯匙,6,0.63,0,0,0.44,0.31,0.06,0.05,0.03,0.01,85,5,0,fatsecret中國,2008024
120,6,0,0,0,0,,,人造黃油, 人造黃油,1杯,1205,0,0,0,135.5,23,56.53,46.52,,1.37,1798,69,2,fatsecret中國,20070821
121,6,0,0,0,0,,,人造黃油, 人造黃油,100 g,526,0,0,0,59.17,10.04,24.69,20.32,,0.6,785,30,1,fatsecret中國,20070821
122,6,0,0,0,0,,,人造黃油, 人造黃油,1盎司,149,0,0,0,16.77,2.85,7,5.76,,0.17,223,9,0,fatsecret中國,20070821
123,6,0,0,0,0,,,人造黃油, 人造黃油,1餐匙/湯匙,75,0,0,0,8.46,1.44,3.53,2.91,,0.09,112,4,0,fatsecret中國,20070821
124,6,0,0,0,0,,,人造黃油, 人造黃油,1標準一塊的份量，麵包,38,0,0,0,4.26,0.72,1.78,1.46,,0.04,57,2,0,fatsecret中國,20070821
125,6,0,0,0,0,,,人造黃油, 人造黃油,1份（7 g）,37,0,0,0,4.14,0.7,1.73,1.42,,0.04,55,2,0,fatsecret中國,20070821
126,6,0,0,0,0,,,人造黃油, 人造黃油,1塊（半湯匙份量）（2.5釐米平方，1釐米高）,26,0,0,0,2.96,0.5,1.23,1.02,,0.03,39,2,0,fatsecret中國,20070821
127,6,0,0,0,0,,,人造黃油, 人造黃油,1份，個人份量的盒裝,25,0,0,0,2.78,0.47,1.16,0.96,,0.03,37,1,0,fatsecret中國,20070821
128,6,0,0,0,0,,,人造黃油（常規，80％脂肪，加鹽）, 人造黃油（常規，80％脂肪，加鹽）,1杯,1625,1.36,0,0,182.51,29.44,63.22,81.86,,1.82,2449,86,0,fatsecret中國,2008024
129,6,0,0,0,0,,,人造黃油（常規，80％脂肪，加鹽）, 人造黃油（常規，80％脂肪，加鹽）,100 g,716,0.6,0,0,80.4,12.97,27.85,36.06,,0.8,1079,38,0,fatsecret中國,2008024
130,6,0,0,0,0,,,人造黃油（常規，80％脂肪，加鹽）, 人造黃油（常規，80％脂肪，加鹽）,1盎司,203,0.17,0,0,22.79,3.68,7.9,10.22,,0.23,306,11,0,fatsecret中國,2008024
131,6,0,0,0,0,,,人造黃油（常規，80％脂肪，加鹽）, 人造黃油（常規，80％脂肪，加鹽）,1餐匙/湯匙,102,0.09,0,0,11.42,1.84,3.96,5.12,,0.11,153,5,0,fatsecret中國,2008024
132,6,0,0,0,0,,,人造黃油（植物油，20％脂肪）, 人造黃油（植物油，20％脂肪）,1杯,420,0.96,0,0,46.8,6.89,19.3,17.95,,0,1759,60,0,fatsecret中國,2008024
133,6,0,0,0,0,,,人造黃油（植物油，20％脂肪）, 人造黃油（植物油，20％脂肪）,100 g,175,0.4,0,0,19.5,2.87,8.04,7.48,,0,733,25,0,fatsecret中國,2008024
134,6,0,0,0,0,,,人造黃油（植物油，20％脂肪）, 人造黃油（植物油，20％脂肪）,1盎司,50,0.11,0,0,5.53,0.81,2.28,2.12,,0,208,7,0,fatsecret中國,2008024
135,6,0,0,0,0,,,人造黃油（植物油，20％脂肪）, 人造黃油（植物油，20％脂肪）,1餐匙/湯匙,26,0.06,0,0,2.92,0.43,1.21,1.12,,0,110,4,0,fatsecret中國,2008024
136,6,0,0,0,0,,,人造黃油，混合黃油（60％玉米油和40％黃油）, 人造黃油，混合黃油（60％玉米油和40％黃油）,1杯,1630,1.48,0,0,183.19,64.56,36.2,74.37,,2,2036,82,200,fatsecret中國,2008024
137,6,0,0,0,0,,,人造黃油，混合黃油（60％玉米油和40％黃油）, 人造黃油，混合黃油（60％玉米油和40％黃油）,1條／根,811,0.73,0,0,91.19,32.14,18.02,37.02,,0.99,1014,41,99,fatsecret中國,2008024
138,6,0,0,0,0,,,人造黃油，混合黃油（60％玉米油和40％黃油）, 人造黃油，混合黃油（60％玉米油和40％黃油）,100 g,718,0.65,0,0,80.7,28.44,15.95,32.76,,0.88,897,36,88,fatsecret中國,2008024
139,6,0,0,0,0,,,人造黃油，混合黃油（60％玉米油和40％黃油）, 人造黃油，混合黃油（60％玉米油和40％黃油）,1盎司,204,0.18,0,0,22.88,8.06,4.52,9.29,,0.25,254,10,25,fatsecret中國,2008024
140,6,0,0,0,0,,,人造黃油，混合黃油（60％玉米油和40％黃油）, 人造黃油，混合黃油（60％玉米油和40％黃油）,1餐匙/湯匙,102,0.09,0,0,11.46,4.04,2.26,4.65,,0.12,127,5,12,fatsecret中國,2008024
141,6,0,0,0,0,,,人造黃油，混合黃油（60％玉米油和40％黃油）, 人造黃油，混合黃油（60％玉米油和40％黃油）,1茶匙,36,0.03,0,0,4.04,1.42,0.8,1.64,,0.04,45,2,4,fatsecret中國,2008024
142,4,0,0,0,0,,,八寶果糖, 八寶果糖,15 g,60,14,0,12,0,0,0,0,0,0,0,0,0,Under Armour,2019
143,2,0,0,0,0,,,八寶湯, 八寶湯,500 g,198,18,6,12,1,0,0,0,0,35,850,1810,0,Under Armour,2019
